Major,Year,Eth,X1st.gen,sex,format,EPICS,WB_1,WB_2,WB_3,H_1,H_2,H_3,PA_1,PA_2,PA_3,PA_4,PA_5,ACA,Big6_1,Big6_2,Big6_3,Big6_4,Big6_5,Big6_6,PSN,PSV,BRS_1,BRS_2,BRS_3,BRS_4,BRS_5,BRS_6,GRO_1,GRO_2,GRO_3,IMP_1,IMP_2,IMP_3,IMP_4,IMP_5,IMP_6,NET_1,NET_2,NET_3,NET_4,NET_5,NET_6,NET_7,NET_8,LSE_1,LSE_2,LSE_3,LSE_4,LSE_5,LSE_6,LSE_7,LSE_8,LSE_9,LSE_10,LSE_11,LSE_12,PER_1,PER_2,PER_3,OPP_1,OPP_2,OPP_3,OPP_4
11,2,2,1,1,1,2,2,3,3,2,3,2,2,3,3,2,4,,1,3,1,3,1,1,1,1,3,3,3,3,3,3,2,2,2,3,2,3,1,2,2,1,3,3,1,3,3,5,2,,,,,,0,,50,50,,,,3,4,4,5,5,5,5
15,3,5,2,1,1,2,3,3,4,2,2,3,3,3,4,3,4,"4,11",4,4,3,3,4,4,2,4,4,2,4,2,4,2,3,2,2,4,3,3,4,3,3,3,4,3,3,4,4,4,4,,,65,78,69,,88,64,75,51,,,3,3,2,3,2,4,3
15,3,"5,6",2,1,1,2,5,4,4,3,3,2,4,1,4,3,4,,4,4,4,4,3,4,2,4,4,2,4,2,3,2,1,1,1,2,2,4,2,2,4,5,2,4,2,5,4,2,4,85,75,80,80,80,80,95,80,80,75,75,70,3,3,3,4,4,4,4
8,2,2,2,1,1,2,3,2,5,4,1,4,3,3,5,3,4,"3,4",4,3,3,4,3,4,5,4,5,4,2,3,3,4,4,4,4,3,2,1,4,4,5,3,4,4,3,4,4,3,4,50,70,60,61,70,30,70,45,80,50,80,71,4,4,3,3,3,4,3
11,1,5,2,1,1,2,2,2,4,3,2,2,3,4,4,2,4,"3,4,8",2,3,2,2,1,3,3,3,3,4,3,4,3,3,4,4,4,3,2,3,2,4,3,3,3,3,2,3,3,4,3,80,72,74,84,66,72,56,55,74,77,58,83,3,4,4,3,3,5,5
15,4,5,2,1,1,2,4,2,5,5,3,4,4,3,5,4,4,"3,7,8",4,3,3,5,3,2,5,5,3,4,2,3,4,2,4,2,4,3,1,3,3,3,5,4,4,4,5,3,5,5,2,52,85,65,71,89,57,77,72,60,70,72,21,4,4,4,,2,3,3
8,4,5,2,1,1,1,4,4,4,2,2,1,3,4,5,3,5,"1,3,11",4,2,2,1,1,1,3,3,5,4,4,2,1,2,3,3,3,5,3,1,2,4,5,5,1,4,1,4,5,5,4,,79,0,50,25,23,,70,100,69,9,,3,4,3,4,4,5,5
15,2,5,2,2,1,2,4,3,3,2,2,1,3,3,5,2,5,"4,6,8,10",3,3,3,5,1,4,2,2,2,4,2,4,2,4,1,1,1,4,3,3,3,3,5,4,2,2,3,4,5,5,4,31,45,77,53,36,38,100,66,22,69,53,54,4,4,3,4,4,4,4
3,4,5,2,2,1,1,1,2,3,2,3,1,1,5,5,3,5,"2,3,4,6,7,8,9,10,11",4,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,2,2,5,2,35,46,27,51,47,39,42,35,33,47,41,35,3,4,3,3,2,3,4
15,2,2,2,1,1,2,4,3,4,4,4,3,3,3,4,3,3,8,4,2,2,4,2,2,3,4,4,2,4,2,4,2,5,6,5,4,4,2,4,4,5,4,4,3,2,4,5,5,4,61,82,86,79,83,56,81,55,58,79,74,71,4,4,4,3,3,3,4
11,1,5,2,2,1,2,2,1,4,1,1,1,3,4,5,2,5,"2,3,4,6,7,8,10",5,3,3,2,2,4,2,3,4,2,4,2,2,2,4,4,4,4,2,3,4,3,5,3,4,4,2,2,3,5,2,54,47,68,43,87,90,96,86,44,51,57,16,4,4,4,3,2,3,3
1,4,5,2,1,1,2,4,1,4,2,2,2,2,3,5,2,4,"3,4,7,11",4,1,3,3,4,3,4,3,3,4,3,3,4,3,5,5,5,5,3,5,1,4,4,5,3,3,1,1,5,4,5,75,93,87,82,64,96,75,69,73,95,85,94,4,4,4,3,2,4,4
5,3,5,1,2,1,2,4,2,3,2,1,3,3,3,4,4,5,"3,10",2,3,2,2,1,3,3,2,4,3,3,3,3,2,3,2,4,3,2,2,3,4,3,5,3,4,4,4,4,5,2,79,75,80,63,77,75,95,81,63,51,52,87,3,3,3,2,2,2,2
11,1,"1,5",2,1,1,2,1,3,2,2,2,1,3,4,4,2,2,"1,3,4,5,6,7,8,9,10",1,3,4,4,2,4,3,2,3,2,3,3,4,3,3,4,4,3,1,2,1,2,2,4,3,4,4,3,5,4,2,55,62,55,60,54,55,50,62,56,55,54,49,2,4,3,3,2,3,3
1,2,5,2,2,1,2,3,3,4,2,1,2,4,3,4,3,4,4,4,4,2,4,2,5,2,3,3,4,2,4,3,4,3,2,2,2,3,2,4,4,4,4,3,4,4,5,5,3,5,90,85,90,80,98,98,100,98,90,95,92,95,3,3,3,4,3,4,4
1,2,"1,2,5",2,2,1,2,2,3,3,3,2,1,2,5,5,2,5,"1,3,4,6,9",3,2,1,4,3,3,4,4,3,4,2,4,3,4,2,2,2,4,1,2,3,3,4,4,4,3,3,3,5,4,2,53,62,52,52,77,78,80,50,54,54,97,50,3,4,4,5,4,4,4
1,3,5,2,1,1,2,2,1,4,2,1,2,3,4,5,3,4,"2,3,4,6,8,9,10,11",4,2,2,4,3,4,5,3,2,3,3,4,2,3,3,3,3,4,2,4,4,4,3,3,3,5,2,3,3,5,4,55,75,50,50,60,75,75,45,75,35,50,45,3,3,3,3,3,4,4
5,4,5,1,1,1,2,2,4,3,3,2,3,3,3,4,3,5,"1,3,4,7",4,2,1,4,4,1,5,2,4,2,4,2,4,2,2,1,2,3,2,2,2,3,4,2,3,3,3,3,3,4,2,56,55,65,71,69,56,75,63,66,74,70,39,3,3,4,3,2,5,5
9,2,"2,5",2,2,1,2,4,2,4,3,3,3,3,3,5,4,4,"1,2,3,7,9,10,11",4,2,1,1,1,5,2,5,4,4,4,4,2,2,3,2,2,4,2,4,4,3,4,4,2,4,2,2,4,4,4,71,71,91,50,71,54,72,95,73,70,70,30,4,4,3,3,2,3,4
11,1,5,2,1,1,2,2,4,4,2,3,2,2,3,4,2,3,,2,4,1,1,1,2,1,4,4,4,4,2,2,3,1,1,1,4,2,1,5,4,1,4,1,2,2,3,5,4,2,46,70,66,65,35,65,49,72,50,60,58,55,3,4,4,3,3,3,2
1,3,5,2,1,1,2,3,1,1,2,1,1,2,4,5,2,4,"3,4,11",4,1,2,5,1,4,3,4,2,3,4,3,4,4,5,5,4,2,1,2,4,2,5,2,4,4,4,2,2,3,1,80,70,55,80,45,80,46,80,50,50,50,74,3,3,3,2,1,3,2
11,1,6,2,1,1,2,4,3,4,3,1,1,3,3,5,3,5,"4,6,11",1,1,2,3,2,2,3,4,4,2,4,2,4,2,2,2,2,4,3,1,5,4,5,4,4,4,4,1,4,2,4,100,100,100,100,100,100,100,100,100,100,100,100,3,3,3,3,1,3,5
11,1,5,2,1,1,2,5,4,5,4,4,2,4,1,3,4,3,,5,4,4,4,1,3,2,4,4,2,4,2,4,2,4,2,3,4,4,2,4,5,5,4,4,4,3,4,4,1,4,85,80,78,82,86,74,91,93,85,83,82,79,4,2,3,3,3,3,3
11,1,2,2,2,1,2,1,2,4,3,1,1,3,5,5,3,5,"1,2,3,4,6,7,10",4,1,4,1,1,4,2,4,1,5,1,5,1,5,2,2,1,5,2,1,1,1,2,2,4,4,5,2,4,5,1,84,15,24,100,19,7,17,29,34,7,63,37,4,4,4,3,1,4,3
1,3,5,2,1,1,2,4,3,5,3,3,2,3,3,4,4,3,"1,6,7",5,2,4,2,5,2,4,4,2,2,2,4,4,4,4,4,4,3,3,2,5,4,5,3,2,4,1,4,4,4,4,80,70,70,60,60,80,20,50,60,40,80,50,4,4,4,4,3,3,3
15,3,5,2,2,1,2,3,1,2,3,2,2,3,3,4,2,3,"4,6,9,11",4,1,3,2,4,3,3,2,4,2,2,3,3,2,3,3,3,3,2,4,2,3,4,4,4,3,4,2,3,4,3,66,54,53,70,61,51,75,51,56,57,51,60,3,3,3,4,3,4,4
15,2,5,2,2,1,2,3,1,1,2,1,1,3,4,5,2,4,"1,2,3,4,6,7",4,4,4,4,4,4,4,2,3,4,3,4,3,4,2,2,2,3,2,3,4,4,3,4,3,4,2,4,4,4,3,47,51,51,50,50,51,51,51,51,51,50,49,4,3,3,2,2,4,3
11,1,5,2,1,1,2,2,2,3,3,1,1,3,3,5,3,4,"3,4,6,7,8,9,10,11",4,3,1,1,1,1,6,5,4,4,2,2,4,2,3,2,3,4,1,3,3,3,2,4,4,4,3,3,2,4,4,80,80,80,90,30,60,60,30,70,80,80,30,4,3,3,2,2,3,2
4,4,5,2,2,2,2,3,1,2,5,5,3,3,4,3,2,5,"3,6",5,2,2,1,5,5,3,4,3,3,3,2,2,2,3,3,2,4,2,3,1,3,4,4,3,4,3,4,5,4,4,50,65,50,73,48,49,49,50,41,50,49,49,4,3,3,4,2,4,4
11,1,5,2,1,1,2,3,3,3,2,3,2,2,3,2,3,2,"4,6,10",2,2,3,4,2,4,4,4,3,2,4,3,3,2,4,3,4,5,3,3,1,2,3,2,4,3,3,,3,5,3,55,45,32,37,67,76,60,67,44,90,85,40,4,4,3,3,5,4,3
15,3,5,2,2,1,2,4,4,4,2,1,2,4,3,4,4,5,"2,3,4,6,9",3,3,1,3,3,4,1,3,1,4,1,4,2,4,5,1,1,4,3,1,1,3,3,5,3,5,4,3,5,3,4,19,47,56,50,81,53,79,72,28,29,49,28,4,3,3,3,3,3,4
12,2,5,1,2,1,2,2,1,4,2,1,1,3,5,5,4,5,"1,3,4,5,6,7,11",5,4,4,5,2,2,3,5,2,3,2,3,2,3,2,2,2,2,2,4,2,2,4,4,4,3,3,3,4,4,4,,17,,20,,,13,,,24,,10,3,3,3,3,3,3,3
6,3,5,1,2,1,2,2,3,4,4,1,1,2,4,5,2,5,"3,9",4,1,3,1,4,2,1,6,4,4,2,4,1,3,4,2,2,5,1,3,4,4,4,3,4,5,3,3,2,4,2,50,65,65,65,50,50,65,35,70,40,45,35,4,4,4,3,3,4,4
15,2,5,2,1,1,2,5,4,4,2,3,3,4,2,4,5,5,3,4,4,4,2,1,3,6,4,4,3,3,2,4,1,2,1,1,4,4,1,5,4,5,5,4,4,4,5,5,3,5,85,76,63,71,65,69,83,76,53,82,94,41,4,4,4,4,3,4,3
15,2,5,2,1,1,2,4,3,4,4,1,4,3,4,4,4,3,"2,3,4",4,3,3,2,4,4,4,4,4,2,3,3,3,2,2,2,3,4,3,1,4,4,4,4,4,4,4,4,4,2,5,1,65,2,1,1,65,42,1,1,1,1,42,4,3,3,4,3,4,4
3,4,5,2,1,1,2,3,2,3,2,2,1,3,3,4,3,4,"1,2,4,6",4,3,3,4,1,1,6,4,2,4,2,4,2,4,4,3,3,4,2,2,4,2,4,4,2,2,2,2,4,4,4,49,51,60,57,54,62,66,39,67,50,66,52,3,3,3,3,2,3,2
11,1,5,2,2,1,2,5,4,4,3,2,3,4,2,4,5,3,4,4,4,4,2,2,5,6,5,3,4,3,2,2,2,2,2,2,5,4,2,4,5,4,5,4,4,4,4,4,1,5,83,81,88,68,93,88,100,86,77,74,69,81,4,3,4,3,3,4,3
5,2,5,2,2,1,1,4,3,4,3,2,2,3,3,3,4,2,3,4,3,4,4,3,4,3,4,2,4,2,4,3,4,3,2,2,4,3,2,4,4,4,4,3,3,4,4,4,3,4,70,64,63,58,90,76,97,82,59,71,66,50,3,4,3,4,2,4,4
8,4,5,2,2,1,1,2,2,2,2,1,1,3,3,4,1,3,"3,4,8,9",2,2,2,4,2,5,1,4,4,3,3,2,4,2,2,2,2,5,2,2,1,4,4,2,4,4,5,1,4,5,4,50,75,80,60,90,25,75,50,70,80,25,50,4,3,3,3,2,4,3
5,4,5,2,1,2,2,4,3,3,3,2,2,3,2,5,2,5,"1,3,4,5,6,7,11",5,3,3,3,3,4,5,4,3,4,2,3,2,4,2,2,2,3,3,4,2,3,4,4,4,4,4,4,4,3,4,60,58,61,63,84,75,65,71,57,64,75,58,3,4,4,2,3,4,4
4,2,5,2,2,1,2,4,3,3,2,4,2,4,3,5,2,4,"3,6",4,4,3,2,3,4,3,5,4,4,2,4,4,2,3,2,1,2,2,2,4,4,3,4,4,3,3,4,4,2,5,80,85,70,70,85,80,80,75,75,75,80,80,3,3,3,3,3,3,3
6,4,6,2,1,1,2,3,3,3,2,2,2,4,3,5,4,4,"2,3,4",5,3,2,5,5,3,5,5,4,3,4,2,3,2,1,1,1,4,3,3,4,4,3,4,4,4,3,4,4,3,3,75,84,78,79,75,79,81,83,74,81,62,51,3,4,4,2,2,2,2
4,3,5,2,2,1,2,4,1,3,3,3,4,3,3,5,4,4,"3,4,6",5,3,3,2,1,5,5,3,4,4,3,1,5,3,4,2,2,5,2,1,3,4,4,5,4,4,5,3,4,2,5,49,21,54,70,44,39,52,54,55,77,78,73,3,4,3,4,2,4,4
10,2,5,2,2,1,2,4,3,3,1,2,1,2,4,5,3,5,"1,2,3,6,7",4,4,4,4,2,4,3,5,4,4,2,4,4,4,2,2,2,3,3,2,2,2,4,4,2,4,2,4,4,2,4,46,61,56,60,79,61,85,65,61,60,57,36,4,3,2,4,4,4,4
11,1,5,2,1,1,2,2,2,4,2,4,2,2,5,4,2,5,"3,7",3,4,3,1,1,3,2,3,2,4,2,4,3,4,2,2,2,4,4,3,2,3,4,3,3,2,2,4,4,5,2,49,50,70,55,60,50,50,59,47,44,51,49,3,3,3,3,3,4,2
15,3,5,2,1,1,2,2,3,4,3,1,2,2,5,5,2,5,"1,2,3,4,6,9",5,4,2,4,5,4,6,5,4,3,4,2,3,2,2,2,2,4,2,1,5,3,4,4,4,4,3,5,5,5,4,75,85,85,85,80,85,75,85,80,80,80,50,4,4,3,3,3,2,3
4,4,5,2,2,1,2,4,2,4,4,2,2,3,4,4,3,2,"1,3,4,5,6,8,9",5,4,4,3,5,5,5,5,5,2,4,2,4,2,4,3,3,4,2,1,3,4,5,5,4,5,4,4,4,3,5,66,70,70,70,82,75,84,87,85,80,100,88,4,4,4,1,2,1,1
11,1,2,2,1,2,2,1,1,1,2,1,2,1,5,5,1,5,,1,1,2,2,1,1,2,3,3,4,2,3,3,2,5,5,5,3,1,5,2,2,2,2,3,2,3,2,3,5,2,3,0,0,1,1,3,1,0,1,2,0,1,4,4,4,1,1,3,3
3,2,2,2,2,2,1,2,2,4,2,1,3,2,3,5,3,4,"1,3,4",4,4,2,3,2,4,5,6,4,2,2,2,4,3,4,2,3,3,2,1,4,3,4,4,4,4,4,4,4,4,4,73,81,87,82,74,75,77,78,83,69,84,57,4,4,4,3,3,3,3
12,2,5,2,1,1,2,3,3,3,3,3,3,2,5,4,2,3,"1,4,6,8,11",4,4,1,4,1,2,3,3,4,2,4,2,4,3,2,5,2,5,3,3,4,4,4,3,2,2,1,4,4,4,4,50,60,80,50,75,45,75,50,50,90,60,30,3,3,3,5,3,5,2
3,2,5,2,2,1,2,4,1,2,3,3,2,4,3,4,3,5,"3,4,6,7,11",4,4,3,4,1,4,6,2,2,5,1,4,2,4,1,1,2,4,3,5,1,4,4,5,4,4,3,3,2,4,4,,0,,,,,,0,,,,0,3,3,3,3,2,3,3
3,2,5,2,2,1,2,4,4,4,3,3,2,4,2,4,4,4,"2,3,4,6",4,4,3,2,1,3,1,2,2,5,2,4,2,3,3,3,3,3,3,4,3,4,4,5,4,4,3,5,4,2,4,,,,,,,,,,,,,4,4,4,3,3,3,3
11,1,5,2,1,1,1,3,2,4,1,2,2,4,3,4,4,4,"3,5,7,9,10,11",1,2,2,4,3,4,2,2,2,4,2,4,4,4,2,2,2,2,1,4,2,2,3,4,4,3,3,3,2,2,4,50,67,50,28,66,75,52,44,48,45,77,39,3,4,4,3,3,3,3
1,3,5,2,2,1,2,3,3,4,4,1,2,3,3,5,3,4,"1,4",4,3,2,2,1,3,2,5,2,4,4,4,4,2,5,5,5,2,1,1,4,4,4,4,2,2,1,4,4,4,5,79,95,95,89,88,82,51,46,82,84,96,45,3,4,4,3,2,3,4
11,1,5,2,1,1,2,3,3,3,3,2,2,4,3,3,4,2,,3,1,1,2,1,4,2,4,3,3,4,2,3,3,4,3,3,4,3,2,3,5,4,3,4,3,3,2,3,3,3,65,55,55,40,65,80,60,60,39,60,70,40,4,3,3,2,2,4,3
12,3,5,2,2,1,2,3,1,4,1,2,1,3,5,5,2,5,"1,2,3,4,6,7,9,10,11",4,2,2,4,2,2,2,4,1,5,1,5,1,5,1,1,1,4,1,2,2,4,4,4,2,2,1,3,2,5,4,60,50,40,40,60,60,60,60,40,30,30,30,4,3,3,3,3,3,3
8,2,5,2,1,1,2,2,2,3,2,3,1,3,5,5,2,4,"3,4,6,9,10",4,2,2,2,5,2,4,5,4,3,4,3,3,2,2,2,3,4,2,1,2,3,4,4,3,4,4,3,3,5,3,74,88,67,86,79,77,85,87,80,79,73,55,3,4,4,3,3,3,3
1,2,5,2,2,2,2,4,1,3,2,1,2,2,5,5,3,5,"1,2,3,4,10,11",4,3,3,5,5,4,5,4,3,3,2,3,4,3,4,3,3,4,2,2,3,3,3,1,4,4,3,3,2,4,2,84,90,85,83,80,89,91,88,77,75,90,14,4,4,4,3,2,3,3
1,2,5,2,1,1,2,2,2,4,3,2,2,3,3,4,3,3,"4,9",4,2,3,1,3,2,3,5,2,3,2,3,3,3,1,1,1,3,2,1,2,4,4,4,2,2,2,3,5,2,4,76,84,80,80,89,85,87,82,85,83,85,50,4,4,4,3,3,3,3
18,1,5,2,1,1,2,4,4,4,4,3,2,4,3,2,4,2,"3,4,6",5,3,3,1,3,2,1,4,4,2,4,2,4,2,1,1,1,4,4,2,3,4,5,4,4,4,3,4,4,4,3,80,65,70,85,80,90,80,80,75,75,75,50,4,4,3,3,3,5,5
11,1,5,2,1,1,2,1,4,4,5,2,2,2,4,4,1,4,"3,4,6,7,10",2,1,3,2,2,2,1,2,2,4,2,4,2,4,2,2,2,2,3,1,2,1,3,4,3,4,2,3,3,5,1,87,67,64,57,89,90,,88,59,64,80,50,4,4,3,3,2,2,3
15,2,5,2,2,1,2,5,3,3,4,3,2,4,1,3,5,3,6,5,4,4,5,5,4,4,5,3,2,3,2,4,1,1,1,1,4,4,1,5,5,5,5,4,4,5,4,4,2,5,70,82,80,90,70,61,71,75,72,65,65,50,4,3,3,4,3,4,4
11,1,5,2,1,1,2,4,2,4,4,1,2,3,4,3,4,3,"2,3,4,5,8,9,10,11",5,3,5,2,3,3,3,5,4,2,4,2,3,2,1,1,1,4,2,1,3,5,5,2,3,4,1,3,5,5,4,100,100,100,100,100,100,100,100,100,92,100,100,4,4,3,4,3,3,3
18,4,6,2,1,1,2,3,2,3,4,4,3,3,3,4,3,3,"3,9",4,4,3,4,1,2,2,3,3,2,4,3,3,3,4,5,5,3,3,2,3,3,4,4,3,4,2,4,4,4,4,53,57,64,54,51,74,48,46,50,48,72,58,3,3,3,3,3,4,2
8,4,5,2,2,1,1,4,3,4,2,1,3,3,3,5,3,5,"3,11",4,3,4,4,4,4,5,5,4,2,4,2,3,2,2,2,2,4,2,2,3,4,4,4,4,4,4,3,4,2,4,100,100,100,90,100,100,100,100,100,100,100,100,4,4,4,4,3,4,4
11,1,5,2,1,1,2,3,4,5,5,3,3,3,3,4,2,3,10,1,2,3,1,1,1,2,2,4,3,4,2,4,2,2,2,2,4,2,2,3,4,3,3,3,4,2,4,5,4,3,70,70,40,50,70,75,70,60,50,40,75,40,3,4,4,2,3,5,5
11,1,2,2,1,1,1,4,3,4,3,3,3,3,4,5,5,4,"2,3,4,6,7",4,3,4,4,3,3,2,4,4,3,4,2,4,2,4,2,3,4,4,2,4,4,4,4,3,3,3,4,4,3,4,81,67,74,74,75,75,81,76,71,78,77,81,3,3,3,3,3,3,3
11,1,5,2,1,1,2,4,3,4,5,2,3,3,1,3,3,2,4,4,4,4,3,4,4,4,5,5,2,5,2,3,2,2,2,2,4,4,3,5,5,4,5,4,4,4,5,5,2,4,75,80,75,71,80,90,85,80,75,70,75,60,4,4,3,3,3,3,3
1,3,"5,6",2,1,1,2,4,2,4,4,5,1,3,3,5,3,4,"3,6,9",5,4,2,5,4,4,2,3,4,2,4,3,3,2,2,2,3,4,2,2,2,4,4,5,1,1,4,3,5,4,2,69,74,41,78,73,35,76,48,37,31,70,52,3,4,4,4,2,4,4
15,3,5,2,1,1,2,4,3,4,3,4,3,2,3,4,3,3,,4,4,4,4,3,3,2,4,4,2,4,2,4,2,5,5,5,3,4,3,4,4,5,5,4,3,3,4,4,5,4,76,77,67,74,71,84,70,77,66,67,70,70,4,3,3,3,3,3,3
11,2,5,1,2,1,2,2,4,4,4,1,3,2,5,5,3,5,"2,3,4,5,6,9,10",5,5,3,2,5,2,2,4,4,3,4,2,3,2,6,4,4,4,5,3,5,5,5,5,4,4,4,5,5,3,5,85,80,80,95,80,100,100,100,100,90,70,80,4,4,4,4,4,3,4
4,2,2,2,2,2,2,3,3,2,3,3,3,3,1,4,3,4,,4,4,4,1,1,3,5,3,3,4,4,3,4,3,4,3,4,2,1,3,2,4,5,4,3,5,3,4,4,4,5,76,78,79,50,96,94,88,81,72,70,94,68,3,4,4,4,3,3,3
1,1,5,2,2,1,2,1,4,3,3,2,2,2,5,4,3,5,"3,4",3,3,3,1,3,2,2,5,2,3,2,5,2,4,5,4,4,4,2,3,1,2,4,4,4,4,5,4,3,5,2,60,74,81,71,36,44,81,88,82,73,77,59,4,3,3,4,3,3,2
4,4,5,2,2,1,2,4,1,4,3,1,2,3,3,4,3,3,"3,4",4,3,2,2,5,4,4,4,3,4,2,4,2,3,1,1,1,4,3,1,4,3,5,4,4,3,4,4,4,4,4,77,73,65,64,50,88,49,53,51,55,65,53,3,3,3,3,2,3,4
15,3,5,2,1,1,2,1,3,5,4,1,1,2,4,4,2,5,"1,4,5,6,8,9,10",5,4,3,5,4,3,2,6,4,2,4,2,3,3,6,6,6,5,4,2,3,2,4,4,2,3,1,3,4,2,2,94,94,93,92,83,78,94,75,77,90,79,81,4,3,3,4,3,3,3
8,4,2,2,1,1,1,4,1,5,3,2,3,2,4,3,3,4,"3,4,7,9",4,3,1,4,5,5,6,6,5,2,5,1,1,1,6,6,6,5,5,1,4,4,5,5,5,5,5,5,5,5,5,96,100,98,84,100,98,99,98,96,99,77,80,4,4,4,4,4,4,4
15,2,2,2,1,2,2,2,2,2,3,2,2,3,4,4,2,3,"3,4,6,7,10",3,3,4,2,2,4,5,4,3,3,3,3,2,3,3,3,3,2,3,2,4,4,4,4,3,4,3,4,4,4,4,66,64,70,75,70,75,80,81,70,65,68,62,3,3,3,3,4,4,3
9,4,5,2,2,1,2,3,2,4,3,2,1,3,4,5,3,5,"1,3,4,6,8,10",5,4,3,4,4,4,3,4,3,4,3,4,1,3,3,2,2,4,3,2,2,3,4,4,4,4,3,3,3,5,4,78,86,69,50,100,89,80,100,72,83,84,51,3,3,2,4,3,3,4
5,3,5,2,1,1,2,2,1,3,2,2,2,3,4,5,2,5,"3,4,8",5,4,3,4,2,4,6,4,3,5,3,4,3,3,1,1,1,5,4,2,5,2,5,3,4,4,4,3,4,5,2,69,87,70,71,29,39,31,73,46,70,73,64,4,3,3,3,2,3,1
15,2,5,2,1,1,2,3,3,4,3,1,1,2,5,4,3,4,"1,3,4,6,8,10",5,4,4,3,2,4,3,4,3,3,3,3,4,3,3,2,2,4,4,2,3,4,4,5,4,5,4,5,5,5,5,84,85,83,93,87,86,88,82,80,81,92,81,4,4,3,4,4,4,4
6,3,5,2,1,1,2,3,2,4,3,1,2,2,2,4,3,3,,4,3,2,4,1,2,3,2,3,2,3,2,4,3,5,4,4,3,3,3,3,3,3,4,3,2,2,4,4,3,3,40,,30,50,30,25,50,30,30,,25,5,3,3,3,3,2,5,5
8,3,5,2,2,1,2,4,1,4,3,1,4,3,4,5,4,5,"3,4,11",4,1,4,2,5,2,3,5,4,2,4,2,4,2,5,1,2,5,2,1,5,5,4,5,5,5,5,2,5,1,4,95,95,95,95,95,70,95,85,95,95,95,70,4,4,4,3,2,2,2
15,3,6,1,1,1,2,3,4,3,3,2,2,3,3,4,4,5,"1,2,3,4,5,6,8,9,11",4,3,4,4,3,5,2,4,4,4,4,4,4,2,2,2,2,3,4,1,2,4,5,4,4,4,3,4,4,5,4,60,79,71,80,84,78,79,86,78,62,84,81,3,4,3,4,4,4,4
4,3,"2,5",2,2,1,2,1,1,1,1,1,1,2,5,4,2,5,"2,3,4,6,7,9",4,4,4,3,3,2,2,5,2,4,2,4,2,4,2,2,1,2,1,3,2,2,3,4,3,3,3,3,4,5,3,50,50,50,30,80,80,40,51,70,30,60,30,4,4,4,3,2,3,3
11,1,2,2,2,1,2,2,2,3,2,1,1,3,3,5,2,5,"3,4,6",2,2,2,2,2,2,2,2,4,4,3,2,4,2,5,3,2,1,2,4,2,3,2,5,2,4,2,3,4,2,4,57,59,63,89,51,57,42,61,64,52,52,48,3,3,2,3,3,3,3
11,1,5,2,2,1,2,5,3,3,4,2,1,4,2,4,3,4,"3,8",3,2,5,1,1,2,3,5,4,2,2,3,4,3,1,1,1,4,2,1,4,4,4,4,3,4,2,4,4,2,4,97,86,95,96,99,95,96,96,86,84,79,90,4,4,3,2,3,3,5
11,1,5,2,2,1,2,3,3,3,3,1,1,3,3,5,4,4,"3,8,10,11",4,4,2,2,2,2,2,5,4,3,4,3,3,2,4,2,3,4,2,2,2,3,4,2,3,4,3,3,3,4,3,82,82,83,90,82,81,81,81,85,81,83,79,4,4,4,3,3,5,5
9,2,5,2,2,1,2,1,4,3,3,1,2,3,5,5,3,4,"1,3,4",4,3,3,1,1,3,2,2,1,5,1,5,2,5,4,2,2,2,2,3,2,2,2,4,2,4,1,3,4,4,2,33,5,59,56,71,50,57,51,12,64,55,59,3,3,3,3,2,2,2
11,1,5,2,1,1,2,4,3,3,2,2,2,4,3,4,3,3,4,4,4,3,2,1,1,3,4,4,3,3,3,4,3,2,2,2,4,3,2,3,4,4,4,3,4,2,4,4,3,4,74,67,54,72,90,70,76,62,72,82,79,50,3,3,3,3,5,5,3
11,2,5,2,1,1,2,4,3,4,3,4,2,3,2,5,3,4,"2,6,9",4,4,3,2,1,2,2,3,2,4,2,4,2,4,4,4,4,3,3,2,3,3,4,4,3,3,3,4,4,4,4,51,49,53,50,56,46,50,52,49,54,54,53,3,3,3,3,3,3,4
11,1,5,2,1,1,2,1,3,4,2,2,3,3,3,4,3,4,"3,9,10",3,3,3,1,3,3,4,5,4,2,4,2,4,2,5,5,5,4,4,2,3,3,4,3,4,4,3,3,4,5,4,56,55,60,85,55,65,65,54,57,59,56,34,4,4,4,3,3,5,3
15,2,5,1,2,1,2,1,1,4,2,2,1,3,3,5,3,4,"1,3,4,6,10",1,3,2,1,1,1,1,3,2,4,2,4,2,4,2,1,1,4,1,4,2,1,5,4,1,2,1,4,5,5,5,81,60,85,86,76,100,81,89,78,81,82,79,3,4,4,4,3,4,2
15,5,5,2,3,1,2,2,1,2,3,3,2,2,5,4,1,4,"1,2,3,4,6,9,10",4,2,2,5,5,3,2,4,1,5,1,5,1,5,3,3,4,4,1,1,2,4,1,3,2,1,1,2,2,4,2,50,77,28,56,27,31,10,7,63,36,53,10,3,3,3,4,2,2,3
"6,11,14",1,"2,6",1,1,1,2,4,3,4,4,1,2,2,4,5,2,5,"1,4,9",2,3,4,4,1,3,2,4,4,2,4,2,4,4,2,1,3,3,2,1,3,3,4,4,4,4,2,4,4,2,5,96,90,90,69,89,73,100,82,85,66,78,39,4,3,3,3,3,5,5
